index,index2,Accession,family,Plot,Plant,Plant Height,Lateral tillers,Compact,FALL Rhizomes,Rhiz_num,Genotype?,Regrowth
A1D185-T34-2-5,A1D185.T34.2.5,A1D185-T34,A1D185,2,5,5.06,2,3,BT,0.5,Y,NO
A1D185-T34-2-6,A1D185.T34.2.6,A1D185-T34,A1D185,2,6,Late flowering,Late flowering,5,NR,0,Y,NO
A1D185-T34-2-11,A1D185.T34.2.11,A1D185-T34,A1D185,2,11,5.06,4,3,++R,2,Y,NO
A1D185-T34-2-12,A1D185.T34.2.12,A1D185-T34,A1D185,2,12,7.05,6,4,++R,2,Y,NO
A1D185-T34-2-16,A1D185.T34.2.16,A1D185-T34,A1D185,2,16,7.04,1,3,+R,1,Y,NO
A1D185-T34-2-21,A1D185.T34.2.21,A1D185-T34,A1D185,2,21,6.04,1,NA,NR,0,Y,Yes
A1D185-T34-2-24,A1D185.T34.2.24,A1D185-T34,A1D185,2,24,4.07,2,4,+R,1,Y,Yes
A1D185-T34-2-25,A1D185.T34.2.25,A1D185-T34,A1D185,2,25,7.04,0,5,++R,2,Y,NO
A1D185-T34-2-26,A1D185.T34.2.26,A1D185-T34,A1D185,2,26,5.04,1,4,++R,2,Y,NO
A1D80-S2-3-10,A1D80.S2.3.10,A1D80-S2,A1D80,3,10,3,1,NA,NR,0,Y,NO
A1D80-S2-3-24,A1D80.S2.3.24,A1D80-S2,A1D80,3,24,5.07,3,3,BT,0.5,Y,NO
A1D80-S2-3-30,A1D80.S2.3.30,A1D80-S2,A1D80,3,30,4.08,0,NA,+R,1,Y,NO
A1D80-S2-3-35,A1D80.S2.3.35,A1D80-S2,A1D80,3,35,3.05,2,3 GRASSY,NR,0,Y,NO
A1D80-S2-3-37,A1D80.S2.3.37,A1D80-S2,A1D80,3,37,4,3,3,++R,2,Y,Yes
A1D80-S2-3-38,A1D80.S2.3.38,A1D80-S2,A1D80,3,38,4,1,NA,+R,1,Y,Yes
A1D80-S2-3-39,A1D80.S2.3.39,A1D80-S2,A1D80,3,39,4.07,2,4,NR,0,Y,Yes
A1D80-S2-3-41,A1D80.S2.3.41,A1D80-S2,A1D80,3,41,6.03,2,3,+R,1,Y,NO
A1D156-T4-4-6,A1D156.T4.4.6,A1D156-T4,A1D156,4,6,4,2,,BT,0.5,Y,NO
A1D156-T4-4-7,A1D156.T4.4.7,A1D156-T4,A1D156,4,7,4.05,3,,+R,1,Y,NO
A1D156-T4-4-15,A1D156.T4.4.15,A1D156-T4,A1D156,4,15,4.08,1,,BT,0.5,Y,NO
A1D185-T9-5-5,A1D185.T9.5.5,A1D185-T9,A1D185,5,5,4,1,,+R,1,Y,NO
A1D185-T9-5-6,A1D185.T9.5.6,A1D185-T9,A1D185,5,6,6.11,1,,+R,1,Y,Yes
A1D185-T9-5-8,A1D185.T9.5.8,A1D185-T9,A1D185,5,8,6.03,2,,NR,0,Y,Yes
A1D185-T9-5-12,A1D185.T9.5.12,A1D185-T9,A1D185,5,12,Late flowering,Late flowering,,BT,0.5,Y,NO
A1D185-T9-5-17,A1D185.T9.5.17,A1D185-T9,A1D185,5,17,Late flowering,Late flowering,,BT,0.5,Y,NO
A1D185-T9-5-23,A1D185.T9.5.23,A1D185-T9,A1D185,5,23,6.06,3,,NR,0,Y,NO
A1D185-T9-5-24,A1D185.T9.5.24,A1D185-T9,A1D185,5,24,Late flowering,Late flowering,,+++R,3,Y,NO
A1D183-S1-6-3,A1D183.S1.6.3,A1D183-S1,A1D183,6,3,8.01,0,,BT,0.5,Y,NO
A1D183-S1-6-9,A1D183.S1.6.9,A1D183-S1,A1D183,6,9,Late flowering,Late flowering,,BT,0.5,Y,NO
A1D183-S1-6-14,A1D183.S1.6.14,A1D183-S1,A1D183,6,14,5.09,0,,+R,1,Y,NO
A1D183-S1-6-29,A1D183.S1.6.29,A1D183-S1,A1D183,6,29,8.09,0,,+R,1,Y,NO
A1D183-S1-6-33,A1D183.S1.6.33,A1D183-S1,A1D183,6,33,3,0,,NR,0,Y,NO
A1D183-S1-6-35,A1D183.S1.6.35,A1D183-S1,A1D183,6,35,7.07,0,,++R,2,Y,NO
A1D183-S1-6-36,A1D183.S1.6.36,A1D183-S1,A1D183,6,36,Late flowering,Late flowering,,++R,2,Y,NO
A1D183-S1-6-42,A1D183.S1.6.42,A1D183-S1,A1D183,6,42,7.01,0,,++R,2,Y,NO
A1D183-S1-6-48,A1D183.S1.6.48,A1D183-S1,A1D183,6,48,4.05,0,,NR,0,Y,NO
A1D162-S2-8-1,A1D162.S2.8.1,A1D162-S2,A1D162,8,1,4.1,2,,+R,1,Y,NO
A1D162-S2-8-2,A1D162.S2.8.2,A1D162-S2,A1D162,8,2,4,2,,+R,1,Y,NO
A1D162-S2-8-3,A1D162.S2.8.3,A1D162-S2,A1D162,8,3,4.07,2,,NR,0,Y,NO
A1D162-S2-8-4,A1D162.S2.8.4,A1D162-S2,A1D162,8,4,4,2,,+R,1,Y,NO
A1D162-S2-8-5,A1D162.S2.8.5,A1D162-S2,A1D162,8,5,2,1,,+R,1,Y,NO
A1D162-S2-8-6,A1D162.S2.8.6,A1D162-S2,A1D162,8,6,5.07,2,,BT,0.5,Y,NO
A1D162-S2-8-7,A1D162.S2.8.7,A1D162-S2,A1D162,8,7,3,1,,NR,0,Y,NO
A1D162-S2-8-8,A1D162.S2.8.8,A1D162-S2,A1D162,8,8,6.01,3,,NR,0,Y,NO
A1D162-S2-8-9,A1D162.S2.8.9,A1D162-S2,A1D162,8,9,5,3,,NR,0,Y,NO
A1D162-S2-8-10,A1D162.S2.8.10,A1D162-S2,A1D162,8,10,5.02,2,,+R,1,Y,NO
A1D162-S2-8-12,A1D162.S2.8.12,A1D162-S2,A1D162,8,12,4,2,,NR,0,Y,NO
A1D162-S2-8-14,A1D162.S2.8.14,A1D162-S2,A1D162,8,14,4,1,,NR,0,Y,NO
A1D162-S2-8-15,A1D162.S2.8.15,A1D162-S2,A1D162,8,15,4.05,1,,BT,0.5,Y,NO
A1D162-S2-8-16,A1D162.S2.8.16,A1D162-S2,A1D162,8,16,4,2,,+R,1,Y,NO
A1D162-S2-8-17,A1D162.S2.8.17,A1D162-S2,A1D162,8,17,6.07,2,,+R,1,Y,NO
A1D162-S2-8-18,A1D162.S2.8.18,A1D162-S2,A1D162,8,18,4.11,1,,BT,0.5,Y,NO
A1D162-S2-8-19,A1D162.S2.8.19,A1D162-S2,A1D162,8,19,5.07,2,,NR,0,Y,NO
A1D162-S2-8-20,A1D162.S2.8.20,A1D162-S2,A1D162,8,20,5.11,3,,++R,2,Y,NO
A1D162-S2-8-22,A1D162.S2.8.22,A1D162-S2,A1D162,8,22,6.03,4,,+R,1,Y,NO
A1D162-S2-8-23,A1D162.S2.8.23,A1D162-S2,A1D162,8,23,5.07,4,,+R,1,Y,NO
A1D162-S2-8-24,A1D162.S2.8.24,A1D162-S2,A1D162,8,24,4.07,1,,++R,2,Y,NO
A1D162-S2-8-25,A1D162.S2.8.25,A1D162-S2,A1D162,8,25,3,2,,NR,0,Y,NO
A1D162-S2-8-26,A1D162.S2.8.26,A1D162-S2,A1D162,8,26,4.08,1,,BT,0.5,Y,NO
A1D162-S2-8-27,A1D162.S2.8.27,A1D162-S2,A1D162,8,27,4.05,1,,++R,2,Y,NO
A1D162-S2-8-28,A1D162.S2.8.28,A1D162-S2,A1D162,8,28,5.01,1,,+R,1,Y,NO
A1D119-T7-9-7,A1D119.T7.9.7,A1D119-T7,A1D119,9,7,3,0,,BT,0.5,Y,NO
A1D119-T7-9-8,A1D119.T7.9.8,A1D119-T7,A1D119,9,8,3,0,,BT,0.5,Y,NO
A1D119-T7-9-14,A1D119.T7.9.14,A1D119-T7,A1D119,9,14,4.05,3,,+R,1,Y,NO
A1D119-T7-9-17,A1D119.T7.9.17,A1D119-T7,A1D119,9,17,4,0,,NR,0,Y,NO
A1D119-T7-9-20,A1D119.T7.9.20,A1D119-T7,A1D119,9,20,3.05,0,,NR,0,Y,NO
A1D80-T2-11-1,A1D80.T2.11.1,A1D80-T2,A1D80,11,1,3.05,0,,+R,1,Y,NO
A1D80-T2-11-3,A1D80.T2.11.3,A1D80-T2,A1D80,11,3,3,0,,+R,1,Y,NO
A1D80-T2-11-5,A1D80.T2.11.5,A1D80-T2,A1D80,11,5,4,2,,NR,0,Y,NO
A1D80-T2-11-8,A1D80.T2.11.8,A1D80-T2,A1D80,11,8,4.04,0,,+R,1,Y,NO
A1D80-T2-11-11,A1D80.T2.11.11,A1D80-T2,A1D80,11,11,4,2,,+R,1,Y,NO
A1D80-T2-11-15,A1D80.T2.11.15,A1D80-T2,A1D80,11,15,3.05,1,,+R,1,Y,NO
A1D80-T2-11-16,A1D80.T2.11.16,A1D80-T2,A1D80,11,16,4.08,1,,NR,0,Y,NO
A1D80-T2-11-18,A1D80.T2.11.18,A1D80-T2,A1D80,11,18,3.05,1,,++R,2,Y,NO
A1D80-T2-11-25,A1D80.T2.11.25,A1D80-T2,A1D80,11,25,4.03,3,,NR,0,Y,NO
A1D80-T2-11-29,A1D80.T2.11.29,A1D80-T2,A1D80,11,29,4.02,1,,NR,0,Y,NO
A1D80-T2-11-30,A1D80.T2.11.30,A1D80-T2,A1D80,11,30,3,1,,BT,0.5,Y,NO
A1D80-T2-11-31,A1D80.T2.11.31,A1D80-T2,A1D80,11,31,4,2,,NR,0,Y,NO
A1D80-T2-11-32,A1D80.T2.11.32,A1D80-T2,A1D80,11,32,3.05,2,,BT,0.5,Y,NO
A1D80-T2-11-35,A1D80.T2.11.35,A1D80-T2,A1D80,11,35,3,2,,+R,1,Y,NO
A1D80-T2-11-36,A1D80.T2.11.36,A1D80-T2,A1D80,11,36,3.05,2,,+R,1,Y,NO
A1D80-T2-11-38,A1D80.T2.11.38,A1D80-T2,A1D80,11,38,7.02,5,,+R,1,Y,NO
A1D80-T2-11-39,A1D80.T2.11.39,A1D80-T2,A1D80,11,39,4.02,0,,++R,2,Y,NO
A1D160-T3-12-1,A1D160.T3.12.1,A1D160-T3,A1D160,12,1,2,1,,BT,0.5,Y,NO
A1D160-T3-12-5,A1D160.T3.12.5,A1D160-T3,A1D160,12,5,4,0,,BT,0.5,Y,NO
A1D160-T3-12-6,A1D160.T3.12.6,A1D160-T3,A1D160,12,6,3,0,,NR,0,Y,NO
A1D160-T3-12-11,A1D160.T3.12.11,A1D160-T3,A1D160,12,11,3.05,1,,BT,0.5,Y,NO
A1D160-T3-12-15,A1D160.T3.12.15,A1D160-T3,A1D160,12,15,5,2,,+++R,3,Y,Yes
A1D220-S3-13-5,A1D220.S3.13.5,A1D220-S3,A1D220,13,5,4,0,3,+R,1,Y,NO
A1D220-S3-13-11,A1D220.S3.13.11,A1D220-S3,A1D220,13,11,6.03,2,NA,+++R,3,Y,NO
A1D220-S3-13-12,A1D220.S3.13.12,A1D220-S3,A1D220,13,12,3.05,2,4,+++R,3,Y,NO
A1D1-AA6-R1-S5-14-2,A1D1.AA6.R1.S5.14.2,A1D1-AA6-R1-S5,A1D1-AA6,14,2,4.08,3,3,BT,0.5,Y,NO
A1D1-AA6-R1-S5-14-5,A1D1.AA6.R1.S5.14.5,A1D1-AA6-R1-S5,A1D1-AA6,14,5,5.11,0,NA,++R,2,Y,NO
A1D179-S6-15-2,A1D179.S6.15.2,A1D179-S6,A1D179,15,2,Late flowering,Late flowering,w5,+++R,3,Y,NO
A1D179-S6-15-7,A1D179.S6.15.7,A1D179-S6,A1D179,15,7,3,0,5,+++R,3,Y,NO
A1D185-T14-16-4,A1D185.T14.16.4,A1D185-T14,A1D185,16,4,Late flowering,Late flowering,5,+++R,3,Y,NO
A1D190-S7-17-6,A1D190.S7.17.6,A1D190-S7,A1D190,17,6,5.11,2,5,+++R,3,Y,NO
A1D190-S7-17-11,A1D190.S7.17.11,A1D190-S7,A1D190,17,11,4,1,4,++R,2,Y,NO
A1D190-S7-17-12,A1D190.S7.17.12,A1D190-S7,A1D190,17,12,5.02,1,3,++R,2,Y,NO
A1D190-S7-17-15,A1D190.S7.17.15,A1D190-S7,A1D190,17,15,Late flowering,Late flowering,w5,BT,0.5,Y,NO
A1D190-S7-17-17,A1D190.S7.17.17,A1D190-S7,A1D190,17,17,5.02,1,NA,BT,0.5,Y,NO
A1D190-S7-17-18,A1D190.S7.17.18,A1D190-S7,A1D190,17,18,2.06,0,5,+++R,3,Y,Yes
A1D190-S7-17-19,A1D190.S7.17.19,A1D190-S7,A1D190,17,19,5.05,3,3,+++R,3,Y,NO
A1D142-S4-18-4,A1D142.S4.18.4,A1D142-S4,A1D142,18,4,4.08,0,4,+R,1,Y,NO
A1D142-S4-18-11,A1D142.S4.18.11,A1D142-S4,A1D142,18,11,8.03,3,NA,+++R,3,Y,NO
A1D142-S4-18-25,A1D142.S4.18.25,A1D142-S4,A1D142,18,25,5.06,0,NA,++R,2,Y,NO
A1D185-S1-19-14,A1D185.S1.19.14,A1D185-S1,A1D185,19,14,2.06,0,5,++R,2,Y,NO
A1D185-S1-19-15,A1D185.S1.19.15,A1D185-S1,A1D185,19,15,7,2,5,++R,2,y,NO
A1D185-S1-19-26,A1D185.S1.19.26,A1D185-S1,A1D185,19,26,9,0,4,BT,0.5,Y,NO
A1D190-S13-20-1,A1D190.S13.20.1,A1D190-S13,A1D190,20,1,5.03,1,3,BT,0.5,Y,NO
A1D190-S13-20-9,A1D190.S13.20.9,A1D190-S13,A1D190,20,9,4,2,NA,BT,0.5,Y,NO
A1D119-T6-21-6,A1D119.T6.21.6,A1D119-T6,A1D119,21,6,5.1,0,5,++R,2,Y,NO
A1D119-T6-21-11,A1D119.T6.21.11,A1D119-T6,A1D119,21,11,6.04,0,5,++R,2,Y,NO
A1D119-T6-21-15,A1D119.T6.21.15,A1D119-T6,A1D119,21,15,8.03,0,4,+++R,3,Y,NO
A1D119-T6-21-17,A1D119.T6.21.17,A1D119-T6,A1D119,21,17,6.04,2,5,++R,2,Y,NO
A1D220-S2-22-21,A1D220.S2.22.21,A1D220-S2,A1D220,22,21,3,0,5,+++R,3,Y,NO
A1D1-D4-S2-23-1,A1D1.D4.S2.23.1,A1D1-D4-S2,A1D1-D4,23,1,3.06,3,4,BT,0.5,Y,NO
A1D1-D4-S2-23-2,A1D1.D4.S2.23.2,A1D1-D4-S2,A1D1-D4,23,2,4,0,w5,++R,2,Y,NO
A1D1-D4-S2-23-15,A1D1.D4.S2.23.15,A1D1-D4-S2,A1D1-D4,23,15,4.09,2,2,++R,2,Y,Yes
A1D132-S1-24-12,A1D132.S1.24.12,A1D132-S1,A1D132,24,12,5.03,0,w5,NR,0,Y,NO
A1D132-S1-24-15,A1D132.S1.24.15,A1D132-S1,A1D132,24,15,5.05,0,3,BT,0.5,Y,NO
A1D142-T10-27-5,A1D142.T10.27.5,A1D142-T10,A1D142,27,5,5.02,1,,NR,0,Y,NO
A1D142-T10-27-6,A1D142.T10.27.6,A1D142-T10,A1D142,27,6,3,1,3,BT,0.5,Y,NO
A1D142-T10-27-13,A1D142.T10.27.13,A1D142-T10,A1D142,27,13,5.01,2,5,++R,2,Y,NO
A1D142-T10-27-15,A1D142.T10.27.15,A1D142-T10,A1D142,27,15,4.09,2,5,BT,0.5,Y,NO
A1D220-S6-28-2,A1D220.S6.28.2,A1D220-S6,A1D220,28,2,2.06,1,,NR,0,Y,NO
A1D220-S6-28-17,A1D220.S6.28.17,A1D220-S6,A1D220,28,17,6.08,5,5,+++R,3,Y,NO
A1D220-S6-28-20,A1D220.S6.28.20,A1D220-S6,A1D220,28,20,4.11,2,4,++R,2,Y,NO
A1D220-S6-28-27,A1D220.S6.28.27,A1D220-S6,A1D220,28,27,3,3,,+++R,3,Y,NO
A1D179-S4-29-2,A1D179.S4.29.2,A1D179-S4,A1D179,29,2,6.03,4,5,++R,2,Y,NO
A1D179-S4-29-4,A1D179.S4.29.4,A1D179-S4,A1D179,29,4,7.05,0,5,++R,2,Y,NO
A1D179-S4-29-5,A1D179.S4.29.5,A1D179-S4,A1D179,29,5,9.02,0,5,+++R,3,Y,NO
A1D179-S4-29-6,A1D179.S4.29.6,A1D179-S4,A1D179,29,6,7.06,4,5,+++R,3,Y,NO
A1D179-S4-29-7,A1D179.S4.29.7,A1D179-S4,A1D179,29,7,6.07,0,5,++R,2,Y,NO
A1D179-S4-29-8,A1D179.S4.29.8,A1D179-S4,A1D179,29,8,6.11,0,5,BT,0.5,Y,NO
A1D179-S4-29-10,A1D179.S4.29.10,A1D179-S4,A1D179,29,10,9.06,0,,+++R,3,Y,NO
A1D179-S4-29-11,A1D179.S4.29.11,A1D179-S4,A1D179,29,11,Late flowering,Late flowering,,++R,2,Y,NO
A1D179-S4-29-15,A1D179.S4.29.15,A1D179-S4,A1D179,29,15,8,1,5,+++R,3,Y,NO
A1D281-T12-30-1,A1D281.T12.30.1,A1D281-T12,A1D281,30,1,4.08,3,,+++R,3,Y,NO
A1D281-T12-30-7,A1D281.T12.30.7,A1D281-T12,A1D281,30,7,4.11,1,3,NR,0,Y,NO
A1D281-T12-30-10,A1D281.T12.30.10,A1D281-T12,A1D281,30,10,6.1,2,5,++R,2,Y,NO
A1D281-T12-30-13,A1D281.T12.30.13,A1D281-T12,A1D281,30,13,5.01,3,5,BT,0.5,Y,NO
A1D281-T12-30-17,A1D281.T12.30.17,A1D281-T12,A1D281,30,17,7.06,6,5,+++R,3,Y,NO
A1D281-T12-30-22,A1D281.T12.30.22,A1D281-T12,A1D281,30,22,5.03,0,5,+R,1,Y,NO
A1D281-T12-30-23,A1D281.T12.30.23,A1D281-T12,A1D281,30,23,7.08,2,5,++R,2,Y,NO
A1D281-T12-30-26,A1D281.T12.30.26,A1D281-T12,A1D281,30,26,7.06,3,3,+++R,3,Y,NO
A1D190-S12-31-3,A1D190.S12.31.3,A1D190-S12,A1D190,31,3,5.03,2,4,+++R,3,Y,NO
A1D190-S12-31-5,A1D190.S12.31.5,A1D190-S12,A1D190,31,5,2.06,2,3,NR,0,Y,NO
A1D190-S12-31-6,A1D190.S12.31.6,A1D190-S12,A1D190,31,6,4.02,1,5,++R,2,Y,NO
A1D190-S12-31-12,A1D190.S12.31.12,A1D190-S12,A1D190,31,12,6,3,,++R,2,Y,NO
A1D190-S12-31-16,A1D190.S12.31.16,A1D190-S12,A1D190,31,16,6.07,6,,+++R,3,Y,NO
A1D189-T8-32-2,A1D189.T8.32.2,A1D189-T8,A1D189,32,2,Late flowering,Late flowering,5,BT,0.5,Y,NO
A1D189-T8-32-5,A1D189.T8.32.5,A1D189-T8,A1D189,32,5,Late flowering,Late flowering,5,BT,0.5,Y,NO
A1D189-T8-32-7,A1D189.T8.32.7,A1D189-T8,A1D189,32,7,9.02,0,5,+R,1,Y,NO
A1D189-T8-32-8,A1D189.T8.32.8,A1D189-T8,A1D189,32,8,6.02,0,5,+R,1,Y,NO
A1D189-T8-32-14,A1D189.T8.32.14,A1D189-T8,A1D189,32,14,Late flowering,Late flowering,5,BT,0.5,Y,NO
A1D190-S1-33-4,A1D190.S1.33.4,A1D190-S1,A1D190,33,4,4,0,3,++R,2,Y,NO
A1D190-S1-33-13,A1D190.S1.33.13,A1D190-S1,A1D190,33,13,3,2,3,+R,1,Y,NO
A1D190-S1-33-14,A1D190.S1.33.14,A1D190-S1,A1D190,33,14,3.06,1,3,NR,0,Y,NO
A1D190-S1-33-21,A1D190.S1.33.21,A1D190-S1,A1D190,33,21,3,2,3,+R,1,Y,Yes
A1D142-S2-34-1,A1D142.S2.34.1,A1D142-S2,A1D142,34,1,6,2,3,+R,1,Y,NO
A1D142-S2-34-4,A1D142.S2.34.4,A1D142-S2,A1D142,34,4,4.04,1,3,NR,0,Y,NO
A1D142-S2-34-7,A1D142.S2.34.7,A1D142-S2,A1D142,34,7,7.06,5,4,++R,2,Y,NO
A1D142-S2-34-10,A1D142.S2.34.10,A1D142-S2,A1D142,34,10,4,0,2,BT,0.5,Y,NO
A1D142-S2-34-13,A1D142.S2.34.13,A1D142-S2,A1D142,34,13,4,1,2,+R,1,Y,Yes
A1D142-S2-34-15,A1D142.S2.34.15,A1D142-S2,A1D142,34,15,5.04,1,4,+R,1,Y,NO
A1D142-S2-34-19,A1D142.S2.34.19,A1D142-S2,A1D142,34,19,4.07,1,5,+R,1,Y,NO
A1D142-S2-34-21,A1D142.S2.34.21,A1D142-S2,A1D142,34,21,5,0,4,++R,2,Y,NO
A1D142-S2-34-25,A1D142.S2.34.25,A1D142-S2,A1D142,34,25,6.08,5,3,+++R,3,Y,NO
A1D142-S2-34-26,A1D142.S2.34.26,A1D142-S2,A1D142,34,26,4.05,2,5,NR,0,Y,NO
A1D179-S1-35-3,A1D179.S1.35.3,A1D179-S1,A1D179,35,3,2,0,5,BT,0.5,Y,NO
A1D179-S1-35-16,A1D179.S1.35.16,A1D179-S1,A1D179,35,16,4,3,5,NR,0,Y,NO
A1D179-S1-35-20,A1D179.S1.35.20,A1D179-S1,A1D179,35,20,4,3,5,NR,0,Y,NO
A1D179-S1-35-23,A1D179.S1.35.23,A1D179-S1,A1D179,35,23,4.09,0,3,NR,0,Y,NO
A1D179-S1-35-28,A1D179.S1.35.28,A1D179-S1,A1D179,35,28,4.08,2,5,++R,2,Y,NO
A1D179-S1-35-29,A1D179.S1.35.29,A1D179-S1,A1D179,35,29,4.02,1,w5,+++R,3,Y,NO
A1D179-S1-35-31,A1D179.S1.35.31,A1D179-S1,A1D179,35,31,6.01,2,weak 5 ,++R,2,Y,Yes
A1D179-S1-35-34,A1D179.S1.35.34,A1D179-S1,A1D179,35,34,4,2,5,NR,0,Y,NO
A1D220-S1-36-4,A1D220.S1.36.4,A1D220-S1,A1D220,36,4,Late flowering,Late flowering,weak 5 ,NR,0,Y,NO
A1D220-S1-36-11,A1D220.S1.36.11,A1D220-S1,A1D220,36,11,4,0,weak 4,NR,0,Y,NO
A1D179-S7-37-4,A1D179.S7.37.4,A1D179-S7,A1D179,37,4,Late flowering,Late flowering,5,+R,1,Y,NO
A1D179-S7-37-6,A1D179.S7.37.6,A1D179-S7,A1D179,37,6,Late flowering,Late flowering,5,+R,1,Y,NO
A1D179-S7-37-7,A1D179.S7.37.7,A1D179-S7,A1D179,37,7,4.08,0,w5,+R,1,Y,NO
A1D179-S7-37-10,A1D179.S7.37.10,A1D179-S7,A1D179,37,10,Late flowering,Late flowering,,+R,1,Y,NO
A1D132-T45-38-1,A1D132.T45.38.1,A1D132-T45,A1D132,38,1,5.05,0,weak 5,+R,1,Y,NO
A1D132-T45-38-11,A1D132.T45.38.11,A1D132-T45,A1D132,38,11,Late flowering,Late flowering,5,+R,1,Y,NO
A1D132-T45-38-17,A1D132.T45.38.17,A1D132-T45,A1D132,38,17,5.11,2,5,NR,0,Y,NO
A1D132-T45-38-20,A1D132.T45.38.20,A1D132-T45,A1D132,38,20,Late flowering,Late flowering,5,NR,0,Y,NO
A1D132-T45-38-26,A1D132.T45.38.26,A1D132-T45,A1D132,38,26,4.05,1,5,+R,1,Y,NO
A1D132-T45-38-29,A1D132.T45.38.29,A1D132-T45,A1D132,38,29,6.09,0,w5,+R,1,Y,NO
A1D132-T45-38-31,A1D132.T45.38.31,A1D132-T45,A1D132,38,31,6.07,0,,++R,2,Y,NO
A1D132-T45-38-32,A1D132.T45.38.32,A1D132-T45,A1D132,38,32,6.07,0,5,++R,2,Y,NO
A1D132-T45-38-34,A1D132.T45.38.34,A1D132-T45,A1D132,38,34,8,0,5,+++R,3,Y,NO
A1D132-T45-38-36,A1D132.T45.38.36,A1D132-T45,A1D132,38,36,Late flowering,Late flowering,,++R,2,Y,NO
A1D132-T45-38-37,A1D132.T45.38.37,A1D132-T45,A1D132,38,37,7,0,,++R,2,Y,NO
A1D165-S1-39-7,A1D165.S1.39.7,A1D165-S1,A1D165,39,7,2.06,1,,+R,1,Y,NO
A1D165-S1-39-8,A1D165.S1.39.8,A1D165-S1,A1D165,39,8,4,0,,BT,0.5,Y,NO
A1D165-S1-39-11,A1D165.S1.39.11,A1D165-S1,A1D165,39,11,3.06,0,5,BT,0.5,Y,NO
A1D165-S1-39-14,A1D165.S1.39.14,A1D165-S1,A1D165,39,14,4.08,3,5,+R,1,Y,NO
A1D165-S1-39-16,A1D165.S1.39.16,A1D165-S1,A1D165,39,16,4,1,3,NR,0,Y,NO
A1D156-T5-40-2,A1D156.T5.40.2,A1D156-T5,A1D156,40,2,3,2,5,NR,0,Y,NO
